Route,Mode,Agent Count,Category,DS,RC,IS,Success Rate,Game Time (s),System Time (s),Ego Runs,Infractions,Negotiations,Avg Rounds,Median Rounds,Max Rounds,Suggestions,Unique Speakers,Avg Consensus,Avg Safety,Avg Efficiency,Avg Total Score,Avg Min Distance
r1_town05_ins_c,No NPC,2,LM,11.554,36.139,0.3217,0.000,42.75,930.83,2,"collisions_layout: 3, collisions_vehicle: 2, vehicle_blocked: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r1_town05_ins_c,NPC,2,LM,9.583,39.317,0.2437,0.000,47.05,1309.26,2,"collisions_layout: 3, collisions_vehicle: 3, route_timeout: 1, vehicle_blocked: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r2_town05_ins_c,No NPC,2,LM,35.100,62.072,0.5112,0.000,39.40,672.59,2,"collisions_layout: 2, collisions_vehicle: 1, vehicle_blocked: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r2_town05_ins_c,NPC,2,LM,38.448,62.996,0.6250,0.000,36.45,774.74,2,"collisions_layout: 1, collisions_vehicle: 1, vehicle_blocked: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r3_town05_ins_c,No NPC,2,LM,95.600,100.000,0.9560,0.500,15.15,328.08,2,outside_route_lanes: 1,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r3_town05_ins_c,NPC,2,LM,11.921,100.000,0.1192,0.000,20.15,593.37,2,"collisions_vehicle: 8, outside_route_lanes: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r4_town06_ins_c,No NPC,2,LM,60.000,100.000,0.6000,0.000,7.50,163.63,2,collisions_vehicle: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r4_town06_ins_c,NPC,2,LM,60.000,100.000,0.6000,0.000,10.35,294.10,2,collisions_vehicle: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r5_town06_ins_c,No NPC,2,LM,60.000,100.000,0.6000,0.000,6.55,151.46,2,collisions_vehicle: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r5_town06_ins_c,NPC,2,LM,60.000,100.000,0.6000,0.000,7.10,201.76,2,collisions_vehicle: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r6_town07_ins_c,No NPC,2,LM,34.337,100.000,0.3434,0.000,12.95,277.27,2,"collisions_vehicle: 4, outside_route_lanes: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r6_town07_ins_c,NPC,2,LM,33.276,100.000,0.3328,0.000,12.95,357.02,2,"collisions_vehicle: 4, outside_route_lanes: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r7_town05_ins_ss,No NPC,2,IC,100.000,100.000,1.0000,1.000,19.35,443.07,2,,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r7_town05_ins_ss,NPC,2,IC,100.000,100.000,1.0000,1.000,21.90,599.55,2,,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r8_town05_ins_ss,No NPC,2,IC,60.000,100.000,0.6000,0.000,16.45,388.12,2,collisions_vehicle: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r8_town05_ins_ss,NPC,2,IC,50.996,84.994,0.6000,0.000,42.20,908.63,2,"collisions_vehicle: 2, vehicle_blocked: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r9_town06_ins_ss,No NPC,2,IC,60.000,100.000,0.6000,0.000,9.00,165.69,2,collisions_vehicle: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r9_town06_ins_ss,NPC,2,IC,45.713,96.188,0.4800,0.000,18.05,485.14,2,"collisions_vehicle: 3, route_timeout: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r10_town07_ins_ss,No NPC,2,IC,56.480,100.000,0.5648,0.000,10.85,226.04,2,"collisions_vehicle: 2, outside_route_lanes: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r10_town07_ins_ss,NPC,2,IC,60.000,100.000,0.6000,0.000,9.25,240.10,2,collisions_vehicle: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r11_town05_ins_sl,No NPC,2,IC,69.489,71.941,0.9441,0.500,29.85,580.68,2,"outside_route_lanes: 1, route_dev: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r11_town05_ins_sl,NPC,2,IC,57.762,74.084,0.6611,0.500,70.70,1380.65,2,"collisions_layout: 1, collisions_vehicle: 1, outside_route_lanes: 1, vehicle_blocked: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r12_town06_ins_sl,No NPC,2,IC,60.000,100.000,0.6000,0.000,10.50,219.53,2,collisions_vehicle: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r12_town06_ins_sl,NPC,2,IC,60.000,100.000,0.6000,0.000,10.50,295.09,2,collisions_vehicle: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r13_town05_ins_sl,No NPC,2,IC,96.257,100.000,0.9626,0.500,17.50,373.65,2,outside_route_lanes: 1,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r13_town05_ins_sl,NPC,2,IC,60.160,73.172,0.7626,0.000,41.95,862.49,2,"collisions_vehicle: 1, outside_route_lanes: 1, vehicle_blocked: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r14_town07_ins_sl,No NPC,2,IC,42.046,83.142,0.4817,0.000,28.05,438.06,2,"collisions_layout: 1, collisions_vehicle: 2, outside_route_lanes: 1, route_timeout: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r14_town07_ins_sl,NPC,2,IC,53.148,100.000,0.5315,0.000,10.45,296.57,2,"collisions_vehicle: 2, outside_route_lanes: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r15_town07_ins_sl,No NPC,2,IC,58.988,100.000,0.5899,0.000,12.05,250.64,2,"collisions_vehicle: 2, outside_route_lanes: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r15_town07_ins_sl,NPC,2,IC,60.000,100.000,0.6000,0.000,11.50,291.89,2,collisions_vehicle: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r16_town05_ins_sl,No NPC,2,IC,100.000,100.000,1.0000,1.000,18.75,443.95,2,,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r16_town05_ins_sl,NPC,2,IC,79.473,100.000,0.7947,0.500,27.20,694.02,2,"collisions_vehicle: 1, outside_route_lanes: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r17_town05_ins_sr,No NPC,2,LM,22.989,98.399,0.2336,0.000,54.05,1032.03,2,"collisions_layout: 3, collisions_vehicle: 3, outside_route_lanes: 1, route_timeout: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r17_town05_ins_sr,NPC,2,LM,69.500,100.000,0.6950,0.500,24.80,653.90,2,"collisions_layout: 1, collisions_vehicle: 1",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r18_town05_ins_sr,No NPC,2,LM,54.523,100.000,0.5452,0.000,23.80,476.07,2,"collisions_vehicle: 2, outside_route_lanes: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r18_town05_ins_sr,NPC,2,LM,100.000,100.000,1.0000,1.000,27.85,657.48,2,,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r19_town05_ins_sr,No NPC,2,LM,100.000,100.000,1.0000,1.000,15.90,324.52,2,,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r19_town05_ins_sr,NPC,2,LM,95.455,100.000,0.9546,0.500,16.75,452.65,2,outside_route_lanes: 1,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r20_town06_ins_sr,No NPC,2,LM,100.000,100.000,1.0000,1.000,8.85,190.01,2,,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r20_town06_ins_sr,NPC,2,LM,100.000,100.000,1.0000,1.000,11.05,292.89,2,,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r21_town07_ins_sr,No NPC,2,LM,60.000,100.000,0.6000,0.000,8.60,187.71,2,collisions_vehicle: 2,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r21_town07_ins_sr,NPC,2,LM,55.022,100.000,0.5502,0.000,8.20,216.50,2,"collisions_vehicle: 2, outside_route_lanes: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r22_town07_ins_sr,No NPC,2,LM,13.977,59.635,0.2348,0.000,30.05,670.87,2,"collisions_layout: 2, collisions_vehicle: 4, route_timeout: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r22_town07_ins_sr,NPC,2,LM,11.898,59.936,0.1992,0.000,30.05,836.85,2,"collisions_layout: 1, collisions_vehicle: 5, outside_route_lanes: 1, route_timeout: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
r23_town05_ins_oppo,No NPC,3,IC,51.086,72.582,0.6533,0.333,44.60,1249.56,3,"collisions_vehicle: 3, vehicle_blocked: 2",0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00
